YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY,ARRIVAL
2015,7717224,Chrissoula S.,General Cargo With Container Capacity,1279,,1978,Greece ,,Artemon NE,Greece,Artemon NE,Artemon NE,Greece,Aliaga,Turkey,19-01-2015
2015,9073737,Dawn Meerut,Product Tanker,20378,,1995,India ,,Arya Group ,India,Arya Group ,MP Recycling Company Private Limited,India,Gadani,Pakistan,06-05-2015
2015,8407931,Blossom,Fruit Juice Tanker,9984,,1985,Palau ,,Atlanship S.A.,Switzerland,Atlanship S.A.,Atlantic Reefer Corporation Incorporated,Liberia,Alang,India,20-06-2015
2015,5288396,Ocean Swift,Offshore Safety,579,,1957,United Kingdom,,Atlantic Offshore Rescue Limited,United Kingdom,Atlantic Offshore Rescue Limited,Atlantic Offshore Rescue Limited,United Kingdom,Esbjerg,Denmark ,17-04-2015
2015,8750900,Atwood Hunter,Drill Platform,11627,,1981,Marshall Islands ,,Atwood Oceanics Management Incorporated,United States of America,Atwood Oceanics Management Incorporated,Alpha Hunter Company,Marshall Islands,Aliaga,Turkey,20-08-2015
2015,7351147,Southern Champion,Trawler,2203,,1974,Australia,,Austral Fisheries Proprietary Limited ,Australia,Austral Fisheries Proprietary Limited ,Austral Fisheries Proprietary Limited ,Australia,Alang,India,11-01-2015
2015,7900297,Burak A.,Roll On Roll Off With Container Capacity,4568,,1982,Turkey ,,Azak Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkey,Azak Denizcilik Sanayi ve Ticaret Limited Sirketi,Azak Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkey,Aliaga,Turkey,18-06-2015
2015,7361697,Hudson,Chemical Tanker,2207,,1975,Cook Islands ,,Azov Trans Terminal Limited,Russia,Azov Trans Terminal Limited,Volgo-Don Shipping Agency Limited,Russia,Aliaga,Turkey,02-02-2015
2015,9086083,Prosperity,Bulk Carrier,81058,,1995,Liberia ,,Bacolitsas Group,Greece,Sea Pioneer Shipping Corporation  ,Humility Shipping Incorporated,Liberia,Gadani,Pakistan,06-05-2015
2015,8811699,Atlantic Nyala,Roll On Roll Off With Container Capacity,16075,,1990,Malta ,,Baltic Mercur Joint Stock Company,Russia,Baltic Mercur Joint Stock Company,Atlantic Dream Navigation,Malta,Chittagong,Bangladesh,06-07-2015
2015,8811716,Atlantic Eland,General Cargo,16075,,1990,Malta,,Baltic Mercur Joint Stock Company ,Russia,Baltic Mercur Joint Stock Company ,Atlantic Libra Nav. Limited ,Malta,Alang,India,30-01-2015
2015,8316211,Bashundhara 1,Bulk Carrier,27527,,1985,Bangladesh ,,Bashundhara Group,Bangladesh,Bashundhara Logistics Limited  ,East West Property Development (Private) Limited  ,Bangladesh,Chittagong,Bangladesh,06-06-2015
2015,8308898,Bashundhara 3,Bulk Carrier,22531,,1985,Bangladesh ,,Bashundhara Group ,Bangladesh,Bashundhara Logistics Limited ,East West Property Development (Private) Limited ,Bangladesh,Chittagong,Bangladesh,29-12-2015
2015,8704949,Fei Yu,Ferry,425,,1988,China ,,Beibu Gulf Tourism Company Limited,China,Beibu Gulf Tourism Company Limited,Beibu Gulf Tourism Company Limited,China,Unknown,China,29-09-2013
2015,8409630,East Med Gas,Gas Carrier,6867,,1985,Panama,,Benelux Overseas Incorporated ,Greece,Benelux Overseas Incorporated ,Selva Marine S.A. ,Liberia,Alang,India,08-02-2015
2015,9122095,2car,Bulk Carrier,85706,,1996,St. Kitts-Nevis ,,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Germany,Bereederungsgesellschaft H.Vogemann GmbH & Company KG ,Gamma Bulk Incorporated,Liberia,Gadani,Pakistan,21-05-2015
2015,8314483,Berge Vik,Bulk Ore Carrier,159534,,1987,Panama ,,Berge Bulk Limited,Bermuda,Berge Bulk (Norway) AS ,Berge Vik Company S.A.,Panama,Gadani,Pakistan,13-05-2015
2015,9115705,Berge Prosperity,Bulk Carrier,108083,,1996,Isle of Man ,,Berge Bulk Limited,Bermuda,Berge Bulk (Norway) AS  ,SG Prosperity Company S.A.  ,Bahamas,Gadani,Pakistan,20-05-2015
2015,8129814,Seagas General,Liquid Petroleum Gas Carrier,4605,,1982,Cyprus ,,Bernhard Schulte Group of Companies,Germany,Bernhard Schulte Shipmanagement (Cyprus) Company Limited  ,KJP Seagas General Limited,Cyprus,Alang,India,09-06-2015
2015,8111283,Gofer B.,General Cargo With Container Capacity,3081,,1983,Panama ,,Beserler Denizcilik A.S.  ,Turkey,Beserler Denizcilik A.S.  ,Gofer Shipping Incorporated,Panama,Aliaga,Turkey,19-08-2015
2015,8213706,Melek B.,General Cargo With Container Capacity,4921,,1983,Panama ,,Beserler Denizcilik A.S.  ,Turkey,Beserler Denizcilik A.S.  ,Glamour Shipping Limited,Malta,Aliaga,Turkey,14-09-2015
2015,8105430,Golden Line 8,General Cargo,3985,,1982,Panama ,,Best Line International Shipping Company Limited,Hong Kong,Best Line International Shipping Company Limited,Best Line International Shipping Company Limited,Hong Kong,Unknown,China,30-04-2014
2015,8402864,Umay,Bulk Carrier,14201,,1986,Cook Islands ,,Beyaz Deniz Tasimaciligi ve Ticaret Limited Sirketi,Turkey,Beyaz Deniz Tasimaciligi ve Ticaret Limited Sirketi,Umay Sea Services Limited,Cook Islands,Alang,India,03-09-2015
2015,9129574,Gurasis,Bulk Carrier,39385,,1997,St. Kitts-Nevis ,,Bhatia International Limited,Singapore,Ishhar Overseas FZE  ,Guru Corporation Limited  ,Marshall Islands,Gadani,Pakistan,07-04-2015
2015,9001186,Citrawati,Bulk Carrier,35921,,1990,Indonesia ,,Bina Surya Group,Indonesia,"Arpeni Pratama Ocean Line, P.T. Perusahaan Pelayaran Samudera Khusus (APOL)  ",PT Apol Bahtera,Indonesia,Chittagong,Bangladesh,19-05-2015
2015,7325679,Lokta,Roll On Roll Off,694,,1973,Norway ,,Boreal Transport Nord AS  ,Norway,Boreal Transport Nord AS  ,Boreal Transport Nord AS  ,Norway,Fosen,Norway,30-06-2015
2015,8400933,Lia,Product Tanker,18253,,1985,Togo ,,Bratina Corporation Limited,British Virgin Islands,Caroil Transport Marine Limited  ,Punctual Investments Village Limited,British Virgin Islands,Chittagong,Bangladesh,26-04-2015
2015,8419582,Maa Samuda Khatun,Bulk Carrier,24615,,1987,Bangladesh ,,Brave Royal Shipping Limited,Bangladesh,Brave Royal Ship Management Limited  ,S.R. Shipping Limited,Bangladesh,Chittagong,Bangladesh,18-02-2015
2015,9102954,Jahan Moni,Bulk Carrier,25600,,1996,Bangladesh ,,Brave Royal Shipping Limited ,Bangladesh,Brave Royal Ship Management Limited ,Khadiza Shipping Bangladesh Private Limited ,Bangladesh,Chittagong,Bangladesh,28-12-2015
2015,8504870,Green Field 1,Combined Chemical And Oil Tanker,23578,,1988,Panama ,,Bulk Shipping Lines Pvt Limited  ,Bangladesh,Bulk Shipping Lines Pvt Limited  ,Green Field Shipping Limited,Panama,Chittagong,Bangladesh,16-02-2015
2015,8326462,Bulkwayuu,Storage Barge,39328,,1977,Venezuela ,,Bulkguasare de Venezuela S.A.,Venezuela,Bulkguasare de Venezuela S.A.,Bulkguasare de Venezuela S.A.,Venezuela,Aliaga,Turkey,06-04-2015
2015,6826236,Kelvin,General Cargo,575,,1968,Norway ,,Byrding AS  ,Norway,Byrding AS  ,Kvernhusvik Skipsverft AS,Norway,Fosen,Norway,24-02-2015
2015,9003067,Syn Markab,Liquid Petroleum Gas Carrier,3983,,1992,Italy ,,Cafiero Mattioli Group (CA.FI.MA.),Italy,SynerGas SrL,SynerGas SrL,Italy,Alang,India,15-09-2015
2015,9163295,Ribbon,Bulk Carrier,38864,,1998,Malta,,Cafiero Mattioli Group (CA.FI.MA.) ,Italy,Augustea Atlantica S.p.A. ,Augustea Med Limited ,Malta,Chittagong,Bangladesh,26-12-2015
2015,8820901,Dildar,Product Tanker,18625,,1990,Sierra Leone ,,Calmsea Ship Management Limited,Turkey,Calmsea Ship Management Limited,Dildar Shipping Incorporated,Liberia,Gadani,Pakistan,06-02-2015
2015,7909308,Ocean Ruby,Tug/Supply,721,,1980,India ,,Can Offshore Private Limited,India,Can Offshore Private Limited,Can Offshore Private Limited,India,Mumbai,India,15-07-2015
2015,7904891,Celebration,Passenger Ro/Ro,35855,,1981,St. Kitts-Nevis,,Celebration World Cruises Incorporated ,United States of America,Celebration World Cruises Incorporated ,Celebration Cruise Holding Incorporated ,Bahamas,Alang,India,29-10-2015
2015,8902450,Arctic Ocean,Bulk Carrier,24606,,1990,Panama,,Ceren Denizcilik Sanayi Limited Sirketi ,Turkey,Ceren Denizcilik Sanayi Limited Sirketi ,Arctic Ocean Shipping S.A. ,Marshall Islands,Alang,India,28-12-2015
2015,9046344,Dunfeng Manila,Bulk Carrier,80044,,1994,Panama,,Chang An Ship Holdings Corporation ,China,Chang An Ship Management Limited ,Lingjiang International Shipping Limited ,Hong Kong,Gadani,Pakistan,29-09-2015
2015,9108623,C. Summit,Bulk Carrier,77274,,1995,South Korea,,Chang Myung Shipping Company Limited ,South Korea,Chang Myung Shipping Company Limited ,Chang Myung Shipping Company Limited ,South Korea,Chittagong,Bangladesh,25-11-2015
2015,7002461,Winterfell,General Cargo With Container Capacity,1217,,1969,Togo ,,Charlesfort Oceanways S.A.,Ukraine,Charlesfort Oceanways S.A.,Charlesfort Oceanways S.A.,Ukraine,Aliaga,Turkey,05-01-2015
2015,9051612,Sirius Voyager,Crude Oil Tanker,88886,,1994,Bahamas ,,Chevron Corporation,United States of America,Chevron Transport Corporation Limited  ,Chevron Transport Corporation Limited  ,United States of America,Zhoushan,China,11-11-2014
2015,8317150,Sea Adelaide,Bulk Carrier,15715,,1984,Palau ,,CHI Ocean International Shipping Company Limited,Hong Kong,CHI Ocean International Shipping Company Limited,Sea Adelaide Shipping Company Limited,Hong Kong,Alang,India,28-08-2015
2015,9061112,Resolve,Fully Cellular Containership,53103,,1995,St. Kitts-Nevis,,Chiba Shipping Company Limited ,Japan,Chiba Shipping Company Limited ,Kashima Naviera S.A. ,Panama,Chittagong,Bangladesh,16-11-2015
2015,7008855,Nanhai Kai Tuo,Floating Production Tanker,93370,,1970,Liberia,,China National Offshore Oil Corporation (CNOOC) ,China,China National Offshore Oil Corporation (CNOOC) ,CNOOC FPSO Holding Limited ,Liberia,Chittagong,Bangladesh,05-12-2015
2015,8108779,Nan Hai 213,Anchor Handling Tug/Supply,1582,,1981,China ,,China National Offshore Oil Corporation (CNOOC) ,China,China Oilfield Services Limited (COSL) ,China Oilfield Services Limited (COSL) ,China,Unknown,China,31-08-2015
2015,7817086,Huahai,Tug/Supply,1311,,1979,Liberia ,,China Ocean Engineering Services Shanghai Company (Shanghai Salvage Company)  ,China,Shenzhen Huawei Offshore Shipping Transport Company Limited  ,Huahai Shipping (Liberia) Incorporated  ,Liberia,Xinhui,China,05-12-2014
2015,9035797,Fuyuan,Bulk Carrier,77096,,1992,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO),China,COSCO Shanghai Ship Management Company Limited (COSHIPMAN)  ,Allied Way Shipping Limited  ,Hong Kong,Chittagong,Bangladesh,19-02-2015
2015,8021828,Feng,Bulk Carrier,38563,,1983,Comoros ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Dalian Huachang Shipping Company Limited ,China,Chittagong,Bangladesh,09-11-2015
2015,8601343,Fu Wen Shan,General Cargo With Container Capacity,13823,,1987,China ,,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO Shipping Company Limited (COSCOL) ,COSCO Shipping Company Limited (COSCOL) ,China,Ningde ,China,06-08-2015
2015,9218167,Tian Bai Feng,Bulk Carrier,39042,,2000,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Jin Yan Navigation Incorporated ,Panama,Jiangyin,China,28-08-2015
2015,9203485,Tian Zhu Feng,Bulk Carrier,38767,,2000,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO) ,China,China Ocean Shipping (Group) Company (COSCO) ,Jin Que Nav. Incorporated ,Panama,Zhangjiagang,China,31-12-2015
2015,8316510,Shou Ning Hai,Bulk Carrier,27766,,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Shiqiao,China,26-03-2015
2015,8319500,Peng Jie,Bulk Carrier,24950,,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China,06-01-2015
2015,8400505,Fu Yu Shan,General Cargo With Container Capacity,13482,,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Shipping Company Limited (COSCOL)  ,COSCO Shipping Company Limited (COSCOL)  ,China,Zhoushan,China,04-06-2014
2015,8408533,Peng Cai,Bulk Carrier,26951,,1985,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China,30-01-2015
2015,8510037,Yi Jia,Bulk Carrier,35247,,1986,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Xinhui,China,22-03-2015
2015,8512877,Peng Nian,Bulk Carrier,36987,,1987,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China,12-01-2015
2015,8916736,Huan Le Hai,Bulk Carrier,36080,,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited,COSCO Bulk Carrier Company Limited,China,Dalian,China,22-09-2014
2015,8919568,Tai Shun Hai,Bulk Carrier,27598,,1991,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China,16-02-2015
2015,8919609,Li Shan Hai,Bulk Carrier,35842,,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Zhoushan,China,27-08-2014
2015,9015008,Tai An Cheng,General Cargo With Container Capacity,16703,,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Xinhui,China,09-03-2015
2015,9043641,Shan He,Fully Cellular Containership,49375,,1994,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Jiangyin,China,12-01-2015
2015,9055979,Deng Zhou Hai,Bulk Carrier,38712,,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Tianjin Tianhui Shipping Enterprises Company Limited  ,China,Jiangyin,China,17-03-2015
2015,9056923,Fen Jin Hai,Bulk Carrier,38603,,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China,16-01-2015
2015,9063251,Fu An Cheng,General Cargo With Container Capacity,16801,,1994,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Jiangyin,China,19-01-2015
2015,9102215,C H S Bright,Bulk Carrier,77255,,1995,Hong Kong ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO (HK) Shipping Company Limited  ,South Lotus Shipping Limited S.A.,Hong Kong,Xinhui,China,12-02-2015
2015,9122617,Da Qing He,Fully Cellular Containership,9475,,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Daqinghe Shipping Incorporated  ,Panama,Zhangjiagang ,China,22-03-2015
2015,9122631,Yongdinghe,Fully Cellular Containership,9471,,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shanghai Ocean Shipping Company Limited (COSCO Shanghai)  ,Yongdinghe Shipping Incorporated,Panama,Zhangjiagang ,China,31-01-2015
2015,9122643,Hutuohe,Fully Cellular Containership,9471,,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Hutuohe Shipping Incorporated,Panama,Jiangyin,China,25-12-2014
2015,9137600,Tian Sheng Hai,Bulk Carrier,85676,,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Qingdao Ocean Shipping Company Limited (COSCO Qingdao)  ,Tianshenghai Maritime Incorporated  ,Panama,Jiangyin,China,23-03-2015
2015,9141182,Xin Hui He,Bulk Carrier With Container Capacity,12122,,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Xinhuihe Maritime Incorporated  ,Panama,Jiangyin,China,12-01-2015
2015,9146687,Zhao Qing He,Fully Cellular Containership,12122,,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Zhaoqinghe Maritime Incorporated,Panama,Jiangyin,China,11-01-2015
2015,9146699,Chao Shan He,General Cargo With Container Capacity,12122,,1996,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Chaoshanhe Maritime Incorporated,Panama,Zhangjiagang ,China,28-12-2014
2015,9146704,Yang Jiang He,General Cargo With Container Capacity,12122,,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,Yangjianghe Maritime Incorporated  ,Panama,Jiangyin,China,19-01-2015
2015,9158381,Dong Chang Hai,Bulk Carrier,18074,,1997,Panama ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Dongchanghai Shipping Incorporated  ,Panama,Jiangyin,China,11-03-2015
2015,9160243,Song Shan Hai,Bulk Carrier,39361,,1997,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China,22-01-2015
2015,9160255,Huang Shan Hai,Bulk Carrier,39361,,1998,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Jiangyin,China,13-01-2015
2015,9160279,Nan Chang Hai,Bulk Carrier,16677,,1998,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,COSCO Bulk Carrier Company Limited  ,China,Zhoushan,China,26-10-2014
2015,8601379,Fu Xin Shan,General Cargo With Container Capacity,13823,,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Shipping Company Limited (COSCOL)  ,COSCO Shipping Company Limited (COSCOL)  ,China,Unknown,China,31-03-2015
2015,8912596,Peng Xin,Bulk Carrier,23307,,1990,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,Shenzhen Ocean Shipping Company Limited (COSCO Shenzhen)  ,China,Jiangyin,China,30-03-2015
2015,8919532,Yong An Cheng,General Cargo With Container Capacity,16703,,1992,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,Xiamen Ocean Shipping Company (COSCO Xiamen)  ,China,Ningde ,China,24-03-2015
2015,9043005,Xiu He,Fully Cellular Containership,22746,,1993,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Unknown,China,30-04-2015
2015,9043017,Ya He,Fully Cellular Containership,22746,,1993,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Container Lines Limited (COSCON)  ,COSCO Container Lines Limited (COSCON)  ,China,Jiangyin,China,10-04-2015
2015,9056911,De Zhou Hai,Bulk Carrier,38712,,1995,China ,,China Ocean Shipping (Group) Company (COSCO)  ,China,COSCO Bulk Carrier Company Limited  ,Tianjin Tianhui Shipping Enterprises Company Limited  ,China,Zhangjiagang,China,09-05-2015
